;CreditSum;sex;age;EducationStatus;kolichestvo_rabotnikov_v_organizacii;Employment;OrgStanding_N;kolichestvo_detej_mladshe_18;Residence;ConfirmedMonthlyIncome (Target)
2911;100000.0;1;34;2;2;1;1.916666;1;1;35139.56
2912;500000.0;1;40;4;3;4;12.583333;0;1;31975.36
2913;550000.0;1;34;4;3;1;8.0;3;1;30627.93
2914;219781.0;1;45;2;1;1;5.416666;0;0;15289.71
2915;373679.0;1;40;4;1;4;4.916666;3;1;92224.0
2916;289086.0;1;29;2;1;1;2.0;2;0;48944.0
2917;50000.0;1;25;2;1;3;1.833333;0;0;15856.79
2918;500000.0;1;28;2;3;1;2.0;0;0;22674.24
2919;350000.0;1;60;1;1;1;26.0;0;1;27948.46
2920;270271.0;1;26;4;3;1;0.25;0;1;27814.82
2921;150000.0;0;47;4;1;1;2.416666;0;0;26212.53
2922;132181.0;0;36;4;2;3;8.083333;1;1;39962.0
2923;150000.0;1;51;1;3;1;3.0;1;1;19625.18
2924;56217.0;0;46;2;3;1;1.75;0;1;18296.99
2925;150000.0;0;25;4;2;1;1.416666;0;0;22182.44
2926;285715.0;1;27;4;2;1;4.0;1;1;34082.25
2927;200000.0;0;57;4;0;4;10.5;0;1;25946.56
2928;300000.0;1;58;2;3;1;6.166666;0;0;17400.0
2929;91429.0;0;41;2;3;1;10.0;0;0;9544.67
2930;154000.0;1;28;2;1;2;0.583333;0;1;25230.0
2931;220000.0;1;30;2;3;1;1.25;0;1;23258.22
2932;549451.0;1;32;4;0;1;3.166666;1;1;34800.0
2933;450286.0;0;53;2;0;1;6.5833330000000005;0;1;20881.0
2934;53795.0;1;28;2;1;1;6.0;0;1;13360.01
2935;265275.0;0;48;2;3;1;29.75;0;1;34229.08
2936;150000.0;1;30;4;1;1;7.25;1;1;33930.0
2937;134855.0;1;26;4;3;1;2.0;1;1;30027.04
2938;422833.0;1;51;2;1;1;22.916666;0;0;49213.36
2939;571429.0;1;26;4;3;1;3.416666;0;1;27399.86
2940;36843.0;0;62;2;1;1;25.0;0;1;32065.24
2941;241759.0;1;33;4;2;2;11.583333;2;1;58474.35
2942;120880.0;1;21;4;2;1;0.583333;0;1;14974.46
2943;500000.0;0;41;4;1;1;16.0;0;1;25374.74
2944;500000.0;1;60;2;3;1;32.0;0;1;46983.83
2945;549451.0;0;31;4;3;2;9.0;1;1;51077.67
2946;494506.0;0;51;4;1;1;0.75;0;0;22312.6
2947;400000.0;0;39;4;3;2;3.5;0;1;48892.73
2948;100000.0;1;27;4;3;1;0.75;0;1;43636.68
2949;494506.0;1;30;4;3;3;13.416666000000001;1;1;42266.35
2950;355000.0;0;62;2;2;1;42.0;0;1;21914.0
2951;538794.0;1;31;2;3;1;6.0;0;1;37565.4
2952;341500.0;0;45;1;2;3;26.0;1;1;41180.38
2953;450000.0;1;25;2;2;1;2.5;0;1;31402.62
2954;500000.0;1;43;2;3;1;23.0;2;0;33658.35
2955;317125.0;0;30;4;1;1;4.0;1;0;18193.35
2956;20000.0;0;27;4;2;3;2.5;0;0;29731.38
2957;500000.0;1;56;2;2;1;18.5;0;1;43931.13
2958;60000.0;1;24;4;3;1;4.0;0;1;26965.69
2959;274726.0;1;34;1;1;1;1.25;2;0;27872.47
2960;360000.0;1;25;2;3;1;1.5;0;1;43888.01
2961;510990.0;0;44;4;2;3;1.5;0;0;35935.07
2962;126850.0;0;57;2;3;1;4.0;0;0;15912.45
2963;130000.0;1;29;4;2;4;3.25;1;0;45306.42
2964;384616.0;0;48;4;3;2;16.0;0;1;41681.75
2965;106713.0;0;39;2;2;2;5.8333330000000005;2;1;39369.4
2966;329671.0;1;34;2;3;2;0.916666;1;1;36829.96
2967;109891.0;0;36;2;1;1;4.5;0;1;26152.2
2968;107294.0;0;41;4;3;1;8.0;1;1;33131.2
2969;84567.0;0;52;2;3;1;0.75;0;0;10443.11
2970;500000.0;1;58;4;0;4;10.0;0;1;80466.38
2971;500000.0;0;37;4;1;2;3.0;2;1;38658.95
2972;164836.0;0;51;2;3;1;12.25;0;0;26812.67
2973;52855.0;1;42;2;2;1;4.916666;2;1;25887.57
2974;160000.0;0;32;4;1;1;12.0;2;1;30998.37
2975;159567.0;1;38;2;3;1;6.0;1;1;22472.46
2976;211417.0;0;53;4;1;1;28.0;0;0;25309.55
2977;500000.0;0;27;4;2;1;5.0;0;1;64185.86
2978;494506.0;0;53;1;0;1;13.0;0;1;24360.0
2979;50917.0;1;43;4;3;1;13.0;0;1;66653.73
2980;50000.0;0;26;4;3;2;3.583333;0;1;29082.26
2981;500000.0;0;38;2;1;1;10.416666000000001;2;0;17759.32
2982;219781.0;1;33;2;1;3;0.583333;1;1;38873.91
2983;300000.0;0;30;1;3;1;4.0;2;0;24047.62
2984;500000.0;0;42;2;2;1;3.5;0;1;22593.21
2985;342858.0;1;22;2;2;1;2.5;1;1;29186.69
2986;200000.0;1;34;2;3;1;13.0;1;1;54081.27
2987;300000.0;1;27;3;3;1;8.0;0;1;27346.54
2988;220000.0;1;22;2;3;1;3.0;0;1;24763.23
2989;500000.0;1;40;4;3;1;6.3333330000000005;2;0;43486.31
2990;61539.0;1;25;4;3;2;0.916666;0;1;32803.37
2991;992500.0;1;33;4;3;3;6.0;1;1;64409.0
2992;436700.0;0;51;2;3;2;20.0;0;1;25477.0
2993;3000000.0;1;40;4;1;4;5.416666;2;1;236932.0
2994;148572.0;1;22;2;2;1;0.833333;0;0;23963.02
2995;11000.0;1;21;2;1;1;0.333333;0;1;16100.7
2996;85211.0;0;24;3;3;1;1.916666;0;1;39479.81
2997;450000.0;0;46;4;1;3;17.0;0;0;32924.29
2998;333334.0;1;23;2;1;1;1.333333;0;1;21533.0
2999;540541.0;0;42;4;3;3;6.166666;0;1;77168.85
3000;484000.0;1;29;4;3;1;7.0;1;0;22897.25
3001;600000.0;1;63;4;3;4;23.0;1;1;276551.0
3002;310000.0;0;44;1;3;1;11.416666000000001;0;1;32576.61
3003;434286.0;1;30;4;0;1;1.0;0;1;40107.0
3004;3000000.0;1;48;1;0;4;19.416666;0;1;135720.0
3005;324325.0;0;49;4;0;1;8.833333;0;1;44176.19
3006;170000.0;0;39;4;1;1;20.0;2;1;29622.02
3007;285715.0;0;41;1;1;1;0.916666;2;0;30040.09
3008;229658.0;1;36;4;3;1;4.0;3;1;37923.34
3009;342858.0;0;27;1;2;1;0.5;2;0;28491.82
3010;500000.0;1;35;2;1;3;15.5;2;0;53999.33
3011;760000.0;1;31;4;2;1;0.833333;1;1;34982.0
3012;500000.0;1;28;4;1;1;1.666666;0;1;41786.0
3013;500000.0;0;48;2;1;1;16.583333;0;0;26352.23
3014;342858.0;1;31;1;2;1;1.166666;2;0;29400.56
3015;378379.0;0;55;4;0;3;17.083333;0;0;43092.12
3016;350000.0;0;44;4;1;1;16.0;0;0;32677.13
3017;326098.0;1;24;2;2;1;0.75;1;1;32246.96
3018;432433.0;0;39;1;3;1;13.0;0;1;37261.93
3019;97298.0;0;37;4;1;1;4.0;0;1;18410.85
3020;500000.0;0;44;4;2;4;7.0;1;1;38301.21
3021;207568.0;0;52;2;3;1;32.0;0;0;8207.75
3022;105264.0;1;23;2;3;1;1.666666;0;1;17859.76
3023;454055.0;0;43;4;0;1;21.666666;0;0;26627.29
3024;271298.0;1;21;2;3;1;0.75;0;1;27022.78
3025;100000.0;1;38;1;0;1;9.166666000000001;2;0;21906.23
3026;471704.0;0;36;4;1;1;2.416666;0;1;28488.55
3027;500000.0;1;57;4;0;1;1.5;0;1;21750.0
3028;1000000.0;1;38;4;3;1;10.0;0;1;69016.43
3029;650000.0;1;34;4;3;4;10.0;2;1;94949.0
3030;208125.0;0;33;2;1;1;5.0;1;1;31534.98
3031;1000000.0;1;30;2;3;1;2.75;1;1;107567.86
3032;53750.0;1;48;2;0;1;3.0;0;0;7324.53
3033;320294.98;1;34;4;3;2;9.0;0;1;31059.93
3034;88000.0;0;29;4;2;1;3.583333;0;1;44449.62
3035;813100.0;1;30;2;1;1;3.416666;2;0;46269.47
3036;484000.0;1;37;4;3;1;0.5;2;0;38442.48
3037;800000.0;0;49;4;1;1;15.0;0;0;66540.38
3038;511839.0;1;34;4;3;2;10.0;2;0;62893.21
3039;500000.0;1;44;4;1;4;0.5;2;1;244277.9
3040;573000.0;0;42;4;3;3;3.166666;1;1;30506.24
3041;453263.0;1;22;4;3;1;0.666666;0;1;25295.52
3042;175591.53;0;44;2;2;1;20.0;0;1;14152.91
3043;527902.7;1;52;5;0;4;9.75;0;1;52200.0
3044;600000.0;1;39;4;3;1;14.25;3;1;65944.25
3045;436450.0;1;35;4;0;2;2.166666;1;1;58072.5
3046;562500.0;1;58;1;2;1;22.0;0;1;18771.75
3047;52500.0;1;26;2;1;1;1.333333;0;1;28452.87
3048;175000.0;1;33;4;1;1;0.5;0;1;32625.0
3049;321245.0;1;35;2;1;1;0.5;1;1;43469.2
3050;1205731.33;1;42;4;3;2;0.75;2;1;160070.67
3051;550000.0;0;33;4;2;1;10.666666000000001;0;1;59758.6
3052;925265.29;0;44;4;3;1;25.0;2;1;52259.28
3053;1175000.0;0;41;4;3;1;14.416666000000001;1;1;56550.0
3054;380600.0;1;36;4;3;1;11.0;2;1;65193.11
3055;590804.98;1;27;4;2;1;2.0;0;0;21719.3
3056;50000.0;1;34;2;3;1;7.666666;1;1;21889.0
3057;700000.0;1;49;4;0;4;5.75;0;0;34621.0
3058;500000.0;1;38;4;2;4;4.75;2;1;53972.68
3059;480000.0;1;36;4;3;2;14.0;2;1;52335.29
3060;1125000.0;1;50;4;1;4;6.416666;0;1;78858.9
3061;712000.0;0;25;4;3;1;4.5;0;0;29225.24
3062;940000.0;1;30;2;2;3;4.916666;0;1;34471.23
3063;648000.0;1;45;5;2;4;3.416666;2;1;51696.3
3064;105790.0;0;48;2;1;1;25.0;1;1;18244.68
3065;200000.0;1;22;2;1;1;4.5;0;0;11310.0
3066;50000.0;0;29;2;1;2;4.0;0;0;16266.68
3067;500000.0;0;53;4;2;4;16.0;0;1;42370.42
3068;550000.0;0;29;2;2;1;0.25;1;0;22656.51
3069;51354.0;0;44;2;2;1;26.0;0;0;18171.72
3070;584047.47;1;33;2;3;1;11.0;2;1;55080.92
3071;603000.0;0;40;4;0;3;10.0;1;1;37625.98
3072;500000.0;0;45;5;3;1;12.0;0;1;22127.82
3073;1000000.0;1;37;4;3;3;8.583333;1;1;71293.6
3074;86000.0;1;23;2;2;2;0.666666;0;1;25220.53
3075;519750.0;0;55;2;2;1;36.0;0;1;36219.12
3076;315000.0;1;29;4;1;1;2.0;0;1;68860.57
3077;50000.0;0;56;2;3;1;5.0;0;1;72000.0
3078;675000.0;0;44;4;1;4;6.0;1;1;58059.79
3079;600000.0;0;46;2;2;3;21.0;1;0;29442.16
3080;123375.0;1;56;1;3;1;0.333333;0;1;29706.0
3081;250000.0;1;39;4;3;1;22.0;1;1;55087.68
3082;461250.0;0;25;4;3;1;4.5;0;1;36101.56
3083;669872.35;1;30;2;3;1;1.833333;0;1;40301.12
3084;500000.0;1;28;4;2;1;9.0;2;0;25253.19
3085;362208.51;1;39;4;2;1;16.0;0;1;37645.77
3086;500000.0;0;34;4;1;3;8.333333;0;1;65843.18
3087;675000.0;0;36;4;2;3;1.333333;0;1;117549.53
3088;100000.0;1;26;4;3;1;3.0;0;1;42944.73
3089;564132.0;1;26;4;3;1;5.75;1;1;59970.19
3090;450000.0;1;33;2;3;2;7.3333330000000005;2;1;94937.0
3091;567000.0;0;33;4;0;1;0.75;0;1;26100.0
3092;504800.0;0;35;4;3;2;0.5;1;1;31933.79
3093;337500.0;1;38;4;2;3;3.0;3;1;55310.0
3094;268000.0;1;49;1;1;1;30.0;0;0;22781.38
3095;100000.0;1;27;4;3;2;3.166666;1;1;39966.49
3096;376875.0;0;34;4;1;1;4.666666;0;1;34800.0
3097;500000.0;0;49;4;2;4;14.0;0;1;94273.58
3098;450000.0;1;29;4;3;1;8.75;2;0;71810.98
3099;558507.0;0;30;2;1;1;10.0;3;1;9060.02
3100;215000.0;0;46;3;2;3;1.666666;0;1;73950.0
3101;275200.0;0;39;5;1;1;3.0;2;1;24616.74
3102;100000.0;0;44;4;0;1;9.666666000000001;0;0;17078.57
3103;500000.0;1;30;4;3;1;5.0;0;1;39650.71
3104;562500.0;1;39;4;0;3;0.833333;2;1;92619.02
3105;610600.0;1;57;2;2;1;9.0;0;1;38933.91
3106;270000.0;1;30;4;1;1;1.833333;0;1;47850.0
3107;363125.0;0;55;4;3;3;15.0;0;1;61900.77
3108;31000.0;0;46;4;3;2;0.916666;1;1;26988.47
3109;100000.0;1;57;2;3;1;22.0;0;1;21453.0
3110;250000.0;0;30;4;2;1;3.333333;1;1;35674.25
3111;650000.0;1;57;2;0;1;2.25;0;0;28188.0
3112;63000.0;0;51;4;1;3;4.0;0;1;28583.2
3113;102708.0;0;36;4;0;1;9.0;2;1;30363.5
3114;50000.0;1;23;3;3;1;1.25;0;1;23057.41
3115;1000000.0;0;29;4;3;1;4.0;0;1;48891.09
3116;495000.0;1;38;2;3;3;15.333332999999998;1;0;154590.02
3117;126900.0;0;33;4;3;1;7.0;1;1;26710.07
3118;631000.0;0;34;4;2;3;4.3333330000000005;1;1;39455.84
3119;454500.0;0;55;1;3;1;5.0;0;1;20472.61
3120;700000.0;1;36;4;3;1;10.0;0;1;44054.0
3121;50000.0;0;35;1;3;1;1.5;1;1;31892.0
3122;337500.0;1;53;4;2;1;1.0;0;0;21643.0
3123;663750.0;1;29;2;3;1;4.75;0;1;44750.0
3124;1175000.0;1;53;4;3;3;31.0;0;0;89844.96
3125;506250.0;1;36;2;3;1;0.666666;2;1;31003.62
3126;899640.41;1;42;2;3;1;15.0;2;1;47492.16
3127;166950.0;0;31;4;3;1;0.5;0;1;22175.48
3128;138988.18;0;53;1;2;1;20.0;0;1;25119.35
3129;480000.0;1;31;4;3;2;5.0;1;1;46657.86
3130;300000.0;0;57;2;1;1;17.333333;0;1;18163.43
3131;403231.58;0;49;2;1;1;32.0;0;1;22547.01
3132;31000.0;0;45;1;3;1;1.333333;0;1;34309.47
3133;236500.0;1;21;1;2;1;0.583333;1;0;16811.84
3134;420000.0;1;45;4;3;1;17.0;3;0;50351.39
3135;343125.0;1;50;2;1;1;1.75;0;1;48941.5
3136;270000.0;1;44;4;3;3;22.0;0;1;28522.67
3137;641250.0;0;33;4;3;1;0.833333;0;1;24360.0
3138;170000.0;0;33;4;1;2;0.833333;1;1;37000.0
3139;500000.0;1;28;2;1;3;3.833333;3;0;43500.0
3140;300000.0;0;21;2;2;1;0.583333;0;1;18282.64
3141;1175000.0;0;27;4;2;1;1.666666;0;1;34657.85
3142;299250.0;1;23;2;3;1;3.583333;0;1;36938.12
3143;200000.0;0;55;2;0;1;0.75;0;0;15304.67
3144;1000000.0;0;54;1;3;1;4.25;0;1;20459.97
3145;800000.0;0;34;4;3;3;1.25;0;1;49812.02
3146;612000.0;0;24;2;3;1;2.083333;0;1;28652.69
3147;1000000.0;1;52;2;2;1;2.416666;0;1;49561.0
3148;887812.0;1;49;2;0;3;1.25;0;0;50025.0
3149;287391.66;1;29;1;1;1;1.583333;0;1;29574.92
3150;600000.0;0;47;2;2;3;30.0;0;1;26850.43
3151;387145.0;1;54;2;3;1;3.0;0;1;38375.76
3152;500000.0;0;51;2;1;3;31.166665999999996;0;0;24828.73
3153;157500.0;0;23;4;3;1;0.5;0;1;19242.6
3154;31000.0;1;24;2;3;1;1.583333;1;0;11807.0
3155;31000.0;0;22;3;3;1;1.25;0;1;26314.26
3156;701000.0;0;24;4;3;1;1.0;0;1;37437.15
3157;496000.0;0;36;5;2;3;13.0;2;1;52271.44
3158;980000.0;1;31;4;3;3;1.083333;2;1;107029.19
3159;229500.0;0;55;2;3;1;36.0;0;1;19254.0
3160;63000.0;1;45;2;3;1;22.0;1;0;20638.27
3161;64500.0;1;34;4;3;2;9.0;2;0;42016.35
3162;100000.0;1;47;2;2;1;0.333333;1;0;18131.82
3163;185625.0;1;26;2;3;1;7.0;1;0;42651.79
3164;500000.0;0;53;4;1;1;29.0;0;1;32657.41
3165;265625.0;0;43;4;1;1;15.0;2;0;22597.88
3166;500000.0;1;45;4;3;3;25.0;2;1;116241.14
3167;608000.0;1;25;1;0;1;3.5;0;0;30051.33
3168;250000.0;1;28;4;3;2;7.0;2;1;55586.3
3169;500000.0;1;33;1;1;1;2.5;0;1;45066.0
3170;458955.0;0;46;2;3;4;10.083333;0;1;39568.63
3171;587500.0;0;31;4;0;4;3.333333;1;1;70187.0
3172;460990.8;0;54;2;2;1;7.5;0;1;26846.28
3173;290250.0;1;24;2;0;1;3.0;0;0;25635.59
3174;100000.0;1;35;2;2;1;11.5;2;1;41266.0
3175;510000.0;1;39;2;0;4;0.666666;0;1;31502.0
3176;350000.0;0;47;4;1;1;28.0;0;1;21405.67
3177;129000.0;0;51;4;2;3;11.0;1;1;33276.69
3178;100000.0;1;31;4;1;2;8.916666000000001;0;1;77430.0
3179;52844.0;0;53;1;0;1;1.0;1;1;22344.5
3180;525375.0;1;58;1;3;1;5.8333330000000005;0;0;17118.28
3181;500000.0;0;25;4;3;1;2.666666;0;1;28311.0
3182;800000.0;1;35;2;1;1;2.166666;2;1;45485.77
3183;202500.0;0;21;2;0;1;0.75;0;1;16452.87
3184;393750.0;1;24;2;3;1;5.0;0;1;42628.28
3185;590625.0;1;48;4;1;1;24.0;1;1;30756.12
3186;55000.0;1;42;1;2;1;12.0;0;0;18338.77
3187;188125.0;0;57;2;2;1;7.0;0;1;51832.35
3188;113950.0;0;43;1;3;1;1.333333;1;0;24080.44
3189;207471.0;0;45;4;1;4;20.0;0;1;44105.92
3190;329437.43;1;34;4;3;1;2.333333;3;0;63362.33
3191;411250.0;0;51;5;2;1;17.0;0;1;48355.33
3192;286875.0;0;25;4;1;2;3.0;0;1;36949.75
3193;511875.0;0;51;4;1;1;15.0;0;1;31582.0
3194;1000000.0;1;30;4;2;1;1.5;2;1;70103.42
3195;1153472.03;0;55;4;3;1;1.25;1;1;22854.0
3196;31000.0;0;26;3;3;1;2.416666;1;1;13248.0
3197;420000.0;0;21;2;3;1;2.0;0;1;24867.96
3198;117770.68;1;52;2;1;1;0.666666;0;0;8819.88
3199;110725.0;1;38;2;3;1;15.0;1;0;44270.88
3200;592941.5;0;45;2;1;1;10.25;0;1;37101.01
3201;224550.0;1;34;2;2;1;12.666666000000001;2;1;41363.89
3202;500000.0;0;39;5;1;3;9.333333;2;1;56550.0
3203;134041.53;0;30;2;3;1;4.0;0;1;25275.21
3204;562500.0;1;30;4;3;1;4.5;1;0;47637.94
3205;562500.0;1;52;2;2;1;0.5;0;1;39793.33
3206;220375.0;1;41;1;3;1;0.583333;1;1;33244.75
3207;500000.0;1;21;2;3;1;0.75;0;1;26738.13
3208;510000.0;0;39;4;0;1;0.833333;2;0;31683.66
3209;500000.0;0;26;4;2;1;2.666666;0;1;31544.21
3210;361900.0;0;26;4;3;2;2.583333;0;1;35299.25
3211;159324.0;1;33;1;2;1;11.0;0;1;21452.27
3212;468200.0;0;62;4;0;1;2.25;0;1;45022.5
3213;512000.0;1;56;4;1;4;35.0;0;0;36219.14
3214;500000.0;0;29;4;2;4;4.25;0;1;58480.51
3215;800000.0;1;28;4;2;1;7.0;1;0;23713.0
3216;528750.0;1;23;2;3;1;4.0;0;1;35907.77
3217;416250.0;1;28;2;2;1;7.0;1;1;38479.56
3218;262000.0;1;21;2;2;1;2.5;0;1;24262.7
3219;100000.0;0;29;4;3;2;2.416666;0;1;123229.73
3220;155625.0;1;22;2;1;1;1.25;0;0;24933.06
3221;353000.0;0;37;4;2;1;5.0;2;0;13756.0
3222;238500.0;1;44;2;2;1;0.5;0;1;26203.53
3223;50000.0;0;45;4;3;1;4.916666;1;1;41047.23
3224;564132.0;0;32;2;3;1;8.0;2;0;19568.07
3225;108575.0;0;51;2;3;1;14.0;0;1;22124.68
3226;500000.0;1;45;2;1;1;3.166666;1;0;24927.0
3227;500000.0;0;49;2;2;1;7.5833330000000005;2;0;14919.26
3228;200000.0;1;21;2;3;1;0.666666;1;0;43601.5
3229;401625.0;0;23;4;3;1;1.666666;0;1;31528.0
3230;822500.0;1;51;2;1;1;1.0;0;1;36351.36
3231;450000.0;1;48;1;3;4;3.0;0;1;37665.93
3232;301450.0;1;31;4;0;1;7.0;1;1;28022.0
3233;627300.0;0;44;4;2;1;2.333333;0;1;67814.05
3234;640000.0;1;58;2;3;1;16.0;0;0;38707.86
3235;247500.0;1;27;1;1;1;1.0;0;1;40468.18
3236;763700.0;1;36;4;3;1;4.5;1;1;73551.81
3237;102708.0;1;35;2;3;1;1.833333;3;0;17977.01
3238;400000.0;0;22;3;2;1;3.0;0;1;28124.64
3239;258750.0;1;23;4;1;3;3.0;0;1;57521.29
3240;30000.0;1;26;4;3;1;0.833333;0;1;25421.26
3241;562500.0;1;22;2;3;1;1.5;0;1;43578.77
3242;247600.0;0;32;4;1;1;0.5;2;0;25997.89
3243;221045.0;1;24;2;3;1;5.0;1;1;45059.29
3244;525000.0;0;53;4;0;4;1.0;0;1;147400.0
3245;53750.0;1;44;1;3;1;10.0;0;0;10267.31
3246;454500.0;0;55;4;3;1;20.0;0;1;48384.0
3247;562500.0;1;40;2;3;1;10.583333;3;0;59743.0
3248;211000.0;1;26;2;2;1;2.25;0;1;20614.9
3249;61625.0;1;42;4;3;1;17.0;2;1;117266.84
3250;140655.8;1;42;2;3;1;4.0;1;1;53115.09
3251;500000.0;1;57;2;0;1;3.5;0;0;36529.5
3252;448313.0;0;25;4;3;2;0.75;0;1;40050.88
3253;587500.0;1;24;2;2;1;1.333333;1;0;21938.94
3254;212000.0;1;26;2;1;1;0.75;1;1;27104.75
3255;99158.91;0;52;2;0;4;9.0;2;1;45969.33
3256;554450.0;1;58;4;3;1;38.0;0;1;55586.73
3257;500000.0;1;35;2;1;1;16.0;2;1;45749.0
3258;562500.0;0;36;4;3;3;9.5;3;1;47446.16
3259;726000.0;0;46;4;3;1;16.0;1;1;23315.56
3260;850000.0;1;57;4;3;3;31.0;0;1;58566.93
3261;112500.0;0;55;4;2;1;20.0;0;0;27913.0
3262;500000.0;1;26;4;3;3;1.916666;0;1;42088.58
3263;483000.0;0;42;2;0;1;18.0;0;0;7868.92
3264;317873.67;0;47;2;3;1;0.583333;0;0;14330.4
3265;560000.0;1;40;4;1;1;6.0;2;1;10444.74
3266;822500.0;1;32;4;2;3;2.75;2;1;78871.87
3267;374649.0;1;23;4;3;1;3.583333;0;1;41798.26
3268;500000.0;1;27;3;1;3;5.75;1;1;47850.0
3269;186929.0;1;45;4;3;1;4.0;0;1;37012.14
3270;350000.0;0;53;2;1;1;5.0;0;0;25324.0
3271;645000.0;1;54;4;1;1;17.0;0;1;60969.6
3272;461250.0;1;22;4;1;1;1.166666;0;0;22485.49
3273;203000.0;1;51;1;2;1;2.25;0;0;17081.32
3274;71896.0;0;52;4;1;1;18.75;0;0;24868.25
3275;592389.42;0;28;4;1;1;5.0;1;1;26085.55
3276;31000.0;0;35;4;3;3;7.166666;1;1;66542.11
3277;502891.08;1;35;4;3;4;18.25;1;1;48595.3
3278;70000.0;1;34;3;0;1;0.666666;1;1;27279.57
3279;500000.0;0;21;4;0;1;1.416666;0;0;22593.67
3280;152750.0;1;24;2;3;1;4.0;0;1;19638.44
3281;100000.0;0;26;4;3;3;6.0;0;1;52110.0
3282;112500.0;1;32;1;1;1;4.8333330000000005;1;1;40000.0
3283;380000.0;1;29;2;3;1;7.0;1;1;36821.2
3284;1000000.0;0;54;4;0;4;17.0;0;0;33983.27
3285;497878.27;1;56;1;1;1;4.0;1;1;11624.59
3286;600000.0;0;42;4;0;1;17.416666;1;1;37365.01
3287;73000.0;0;48;2;1;1;1.25;0;0;10272.0
3288;562500.0;0;55;4;1;3;25.0;0;1;43215.98
3289;565853.0;0;49;4;0;1;5.0;0;0;35729.22
3290;579165.0;0;54;2;1;2;0.5;0;1;24581.33
3291;612000.0;0;48;4;3;1;8.0;0;1;33321.08
3292;228375.0;0;46;4;1;1;3.0;0;1;50662.95
3293;270000.0;0;57;4;1;3;6.0;0;0;13889.43
3294;300000.0;1;25;2;2;1;5.25;0;0;21338.78
3295;800000.0;1;40;5;2;3;1.0;2;0;35615.7
3296;949400.0;1;24;2;3;1;6.0;1;1;46429.22
3297;31000.0;1;45;2;2;1;2.0;1;1;16078.27
3298;488545.0;0;54;4;1;4;15.0;0;0;70973.47
3299;31000.0;0;30;4;0;1;5.0833330000000005;2;1;19392.34
3300;300000.0;0;37;2;1;1;0.833333;2;0;30192.27
3301;253165.35;0;50;2;3;1;31.0;1;1;32183.74
3302;109438.0;1;24;2;1;1;4.0;0;0;33019.93
3303;100000.0;1;24;2;1;2;0.583333;0;1;15000.0
3304;500000.0;0;37;4;3;4;14.0;0;1;111454.07
3305;100000.0;0;54;2;1;1;32.0;0;1;18074.27
3306;1000000.0;1;57;2;3;1;4.0;0;1;22825.16
3307;990000.0;0;47;4;3;1;6.0;0;1;38362.38
3308;281650.0;0;40;4;1;1;8.0;2;1;42391.33
3309;500000.0;1;44;4;2;1;1.333333;2;0;50352.47
3310;349904.46;0;47;2;2;1;5.75;0;1;27002.43
3311;1413624.32;1;34;2;3;1;6.0;1;1;40613.62
3312;31000.0;0;40;4;3;1;0.583333;2;1;22662.65
3313;31000.0;1;44;2;2;1;7.0;0;1;43739.0
3314;600000.0;1;55;2;3;1;2.25;0;0;35329.44
3315;650000.0;1;52;4;1;3;10.0;0;1;22404.86
3316;500000.0;0;53;2;1;1;33.0;0;1;28783.72
3317;55000.0;0;53;2;0;1;3.333333;0;1;25000.0
3318;500000.0;1;40;4;0;4;5.3333330000000005;1;1;115710.0
3319;553000.0;1;58;2;3;3;3.416666;0;1;33559.81
3320;55000.0;1;30;2;3;1;0.583333;0;0;63129.19
3321;50000.0;0;31;2;3;1;6.75;2;1;14685.8
3322;138375.0;0;23;3;1;1;0.666666;0;1;28226.67
3323;478422.67;0;57;4;3;1;15.0;0;1;25031.8
3324;1023750.0;1;44;5;3;3;9.0;1;1;143771.53
3325;218400.0;0;53;4;1;1;36.0;0;0;36944.31
3326;508000.0;0;34;4;3;4;2.5;2;1;45514.34
3327;846563.0;1;61;2;1;1;6.5;0;0;24843.0
3328;102708.0;1;26;3;3;1;1.833333;0;1;28722.75
3329;900000.0;0;28;4;3;2;1.083333;0;1;28804.88
3330;1000000.0;0;28;2;0;1;5.0;1;1;17582.0
3331;70000.0;1;63;2;0;4;0.5;0;1;10880.52
3332;900000.0;0;46;4;2;2;17.0;2;1;58946.26
3333;300000.0;1;36;4;2;4;0.5;1;1;84483.33
3334;500000.0;1;45;1;3;1;8.0;0;0;17460.0
3335;640000.0;0;55;2;0;1;25.0;0;0;24863.21
3336;31000.0;0;29;4;3;1;0.666666;2;1;22335.47
3337;675000.0;1;59;4;1;1;14.0;0;0;26370.68
3338;650000.0;0;35;4;1;1;8.0;1;0;21566.22
3339;82125.0;1;25;2;3;1;4.0;0;1;32703.88
3340;31000.0;0;36;4;3;1;3.416666;2;0;29178.12
3341;329625.0;0;56;2;1;1;8.916666000000001;0;1;15477.0
3342;360000.0;1;41;2;3;1;6.0;1;1;22051.06
3343;106000.0;1;58;1;1;1;8.0;0;1;22778.89
3344;651677.11;0;56;4;1;1;34.0;0;1;35442.17
3345;260704.29;1;54;2;1;1;5.416666;0;0;20160.0
3346;150000.0;0;23;4;0;1;0.916666;0;1;22581.8
3347;765000.0;0;53;4;2;2;29.0;0;1;82171.72
3348;226632.0;0;26;4;3;1;3.0;0;1;17304.78
3349;343203.02;0;41;2;1;1;7.0;1;0;31654.96
3350;322500.0;0;29;4;3;3;5.0;0;1;45063.86
